,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
1691,2124,benzene,water,C1=CC=CC=C1,O,-0.87
113,152,n-octane,bromobenzene,CCCCCCCC,C1=CC=C(C=C1)Br,-5.02
2216,2869,2-methylaniline,methanol,CC1=CC=CC=C1N,CO,-72.1
987,1252,1-iodopentane,hexadecane,CCCCCI,CCCCCCCCCCCCCCCC,-5.63
1674,2106,cyclopentane,water,C1CCCC1,O,1.2
1834,2280,bis(2-chloroethyl)sulfide,water,C(CCl)SCCCl,O,-3.92
1009,1283,2-butanone,hexane,CCC(=O)C,CCCCCC,-3.48
589,816,bromobenzene,diethylether,C1=CC=C(C=C1)Br,CCOCC,-5.99
1948,2530,acetanilide,benzene-water,CC(=O)NC1=CC=CC=C1,C1=CC=CC=C1.O,-0.3
17,44,ethanol,aniline,CCO,C1=CC=C(C=C1)N,-4.45
1850,2300,octanal,water,CCCCCCCC=O,O,-2.29
2252,2909,hydrogenperoxide,water,OO,O,-82.3
285,422,1-heptanol,chloroform,CCCCCCCO,C(Cl)(Cl)Cl,-7.53
428,585,p-hydroxybenzaldehyde,cyclohexane,C1=CC(=CC=C1C=O)O,C1CCCCC1,-7.19
1200,1501,nitromethane,nitromethane,C[N+](=O)[O-],C[N+](=O)[O-],-5.38
669,899,nitromethane,ethanol,C[N+](=O)[O-],CCO,-4.34
31,59,nitromethane,anisole,C[N+](=O)[O-],COC1=CC=CC=C1,-4.69
722,958,butylamine,ethylbenzene,CCCCN,CCC1=CC=CC=C1,-4.43
951,1211,tetrachloroethene,hexadecane,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,-4.88
1563,1974,tetrahydrofuran,tetrahydrofuran,C1CCOC1,C1CCOC1,-4.25
214,263,2-heptanone,butylbenzene,CCCCCC(=O)C,CCCCC1=CC=CC=C1,-5.93
1586,2004,p-cresol,toluene,CC1=CC=C(C=C1)O,CC1=CC=CC=C1,-7.56
1164,1463,dichloromethane,methylenechloride,C(Cl)Cl,C(Cl)Cl,-3.8
326,471,bromobenzene,chloroform,C1=CC=C(C=C1)Br,C(Cl)(Cl)Cl,-6.07
560,784,"1,4-dioxane",diethylether,C1COCCO1,CCOCC,-4.67
1086,1369,methylamine,isobutanol,CN,CC(C)CO,-4.56
1901,2373,"N,N-dimethyl-p-methoxybenzamide",water,CN(C)C(=O)C1=CC=C(C=C1)OC,O,-11.01
341,487,tetrahydropyran,chloroform,C1CCOCC1,C(Cl)(Cl)Cl,-5.84
147,188,1-propanol,bromoform,CCCO,C(Br)(Br)Br,-4.03
2360,3031,acetamide,water,CC(=O)N,O,-73.9
1107,1390,butanal,isooctane,CCCC=O,CC(C)CC(C)(C)C,-3.45
2067,2677,3-nitrophenol,acetonitrile,C1=CC(=CC(=C1)O)[N+](=O)[O-],CC#N,-46.7
966,1230,3-bromopropene,hexadecane,C=CCBr,CCCCCCCCCCCCCCCC,-3.42
1072,1353,p-bromophenol,iodobenzene,C1=CC(=CC=C1O)Br,C1=CC=C(C=C1)I,-8.45
155,197,p-bromophenol,bromoform,C1=CC(=CC=C1O)Br,C(Br)(Br)Br,-8.49
1606,2031,diethylamine,toluene,CCNCC,CC1=CC=CC=C1,-3.75
1419,1742,thiophene,octanol,C1=CSC=C1,CCCCCCCCO,-3.89
1002,1276,1-hexanol,hexane,CCCCCCO,CCCCCC,-5.14
2361,3032,benzamide,water,C1=CC=C(C=C1)C(=O)N,O,-67.2
1916,2440,1-amino-anthraquinone,water,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N,O,-8.0
1641,2068,2-butanone,trimethylbenzene,CCC(=O)C,CC1=C(C(=CC=C1)C)C,-3.97
2094,2713,pyrrolidine,acetonitrile,C1CCNC1,CC#N,-71.0
2227,2880,3-chloroaniline,methanol,C1=CC(=CC(=C1)Cl)N,CO,-76.0
2183,2818,phenol,methanol,C1=CC=C(C=C1)O,CO,-69.3
1442,1777,2-methylaniline,octanol,CC1=CC=CC=C1N,CCCCCCCCO,-7.36
2220,2873,1-aminonaphthalene,methanol,C1=CC=C2C(=C1)C=CC=C2N,CO,-69.6
1888,2356,2-methylaniline,water,CC1=CC=CC=C1N,O,-5.56
1307,1619,o-cresol,octanol,CC1=CC=CC=C1O,CCCCCCCCO,-8.49
2316,2986,n-propylamine,water,CCCN,O,-71.5
1765,2208,"2,4-dimethylpyridine",water,CC1=CC(=NC=C1)C,O,-4.86
2125,2751,ethanol,dimethylsulfoxide,CCO,CS(=O)C,-64.6
938,1198,chlorobenzene,hexadecane,C1=CC=C(C=C1)Cl,CCCCCCCCCCCCCCCC,-4.99
2127,2753,t-butanol,dimethylsulfoxide,CC(C)(C)O,CS(=O)C,-56.1
346,493,difluorodichloromethane,chloroform,C(F)(F)(Cl)Cl,C(Cl)(Cl)Cl,-1.55
2335,3005,"N,N-dimethylaniline",water,CN(C)C1=CC=CC=C1,O,-57.2
2342,3013,azacycloheptane,water,C1CCCNCC1,O,-63.3
385,536,1-butanol,cyclohexane,CCCCO,C1CCCCC1,-3.52
1398,1720,chlorodifluoromethane,octanol,C(F)(F)Cl,CCCCCCCCO,-1.97
1572,1990,"3,3-dimethylbutanone",tetralin,CC(=O)C(C)(C)C,C1CCC2=CC=CC=C2C1,-4.19
243,376,acetone,chlorobenzene,CC(=O)C,C1=CC=C(C=C1)Cl,-3.86
1321,1635,butanal,octanol,CCCC=O,CCCCCCCCO,-4.62
936,1196,"E-1,2-dichloroethene",hexadecane,C(=C/Cl)\Cl,CCCCCCCCCCCCCCCC,-3.11
2022,2626,dimethylphenylsilane,octanol-water,C[Si](C)C1=CC=CC=C1,CCCCCCCCO.O,-5.43
312,456,"2,6-dimethylpyridine",chloroform,CC1=NC(=CC=C1)C,C(Cl)(Cl)Cl,-7.74
2309,2979,ethanol,water,CCO,O,-73.6
1349,1669,2-methylpyridine,octanol,CC1=CC=CC=N1,CCCCCCCCO,-6.14
968,1233,p-bromotoluene,hexadecane,CC1=CC=C(C=C1)Br,CCCCCCCCCCCCCCCC,-6.19
660,890,1-heptanol,dodecane,CCCCCCCO,CCCCCCCCCCCC,-5.41
2325,2995,trimethylamine,water,CN(C)C,O,-61.1
370,521,n-propane,cyclohexane,CCC,C1CCCCC1,-2.09
566,790,2-butanone,diethylether,CCC(=O)C,CCOCC,-4.09
1744,2185,butylacetate,water,CCCCCC(=O)[O-],O,-2.55
824,1073,ethene,hexadecane,C=C,CCCCCCCCCCCCCCCC,-0.39
982,1247,iodomethane,hexadecane,CI,CCCCCCCCCCCCCCCC,-2.88
1764,2207,N-methylaniline,water,CNC1=CC=CC=C1,O,-4.68
1301,1613,isopropanol,octanol,CC(C)O,CCCCCCCCO,-4.62
813,1062,n-octane,hexadecane,CCCCCCCC,CCCCCCCCCCCCCCCC,-5.02
778,1026,bromobenzene,heptane,C1=CC=C(C=C1)Br,CCCCCCC,-5.72
1052,1333,butylamine,hexanol,CCCCN,CCCCCCO,-5.5
1609,2034,aniline,toluene,C1=CC=C(C=C1)N,CC1=CC=CC=C1,-6.69
1013,1287,acetophenone,hexane,CC(=O)C1=CC=CC=C1,CCCCCC,-6.05
1512,1883,formaldehyde,pentanol,C=O,CCCCCO,-3.44
1873,2328,difluorodichloromethane,water,C(F)(F)(Cl)Cl,O,1.69
1552,1945,butylacetate,secbutylbenzene,CCCCCC(=O)[O-],CCC(C)C1=CC=CC=C1,-5.22
126,165,2-butanone,bromobenzene,CCC(=O)C,C1=CC=C(C=C1)Br,-4.37
887,1141,ethylacetate,hexadecane,CCOC(=O)C,CCCCCCCCCCCCCCCC,-3.25
2029,2633,4-methyl-g-butyrolactone,octanol-water,CC1CCC(=O)O1,CCCCCCCCO.O,0.48
1007,1281,benzaldehyde,hexane,C1=CC=C(C=C1)C=O,CCCCCC,-5.53
355,503,4-methylaniline,chloroform,CC1=CC=C(C=C1)N,C(Cl)(Cl)Cl,-8.01
1003,1277,o-cresol,hexane,CC1=CC=CC=C1O,CCCCCC,-6.25
682,913,1-propanol,ethylacetate,CCCO,CCOC(=O)C,-4.9
827,1077,1-pentene,hexadecane,CCCC=C,CCCCCCCCCCCCCCCC,-2.79
2279,2943,"1,2-ethanediol",water,C(CO)O,O,-85.3
984,1249,3-iodopropene,hexadecane,C=CCI,CCCCCCCCCCCCCCCC,-4.1
1233,1539,n-octane,octane,CCCCCCCC,CCCCCCCC,-5.28
1977,2573,4-bromoacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)Br,CCCCCCCCO.O,-2.88
140,181,"1,4-dioxane",bromoethane,C1COCCO1,CCBr,-5.39
1972,2567,"N,N-diethylacetamide",heptane-water,CCN(CC)C(=O)C,CCCCCCC.O,2.05
1829,2274,"1-chloro-2,2,2-trifluoroethane",water,C(C(F)(F)F)Cl,O,0.06
1622,2047,1-propanol,tributylphosphate,CCCO,CCCCOP(=O)(OCCCC)OCCCC,-5.42
2103,2722,morpholine,acetonitrile,C1COCCN1,CC#N,-74.1
1558,1969,butylamine,tetrachloroethene,CCCCN,C(=C(Cl)Cl)(Cl)Cl,-4.49
1285,1597,ethyne,octanol,C#C,CCCCCCCCO,-0.51
1962,2554,acetanilide,diethylether-water,CC(=O)NC1=CC=CC=C1,CCOCC.O,-0.74
711,943,2-butanone,ethylbenzene,CCC(=O)C,CCC1=CC=CC=C1,-4.12
1157,1456,n-octane,methylenechloride,CCCCCCCC,C(Cl)Cl,-5.18
1299,1611,"1,2-ethanediol",octanol,C(CO)O,CCCCCCCCO,-7.44
871,1121,acetone,hexadecane,CC(=O)C,CCCCCCCCCCCCCCCC,-2.31
10,36,"1,4-dioxane",acetophenone,C1COCCO1,CC(=O)C1=CC=CC=C1,-5.03
1961,2552,b-propiolactone,dichloroethane-water,C1COC1=O,CC(Cl)Cl.O,0.53
1499,1868,butylacetate,pentane,CCCCCC(=O)[O-],CCCCC,-4.88
754,996,2-butanone,heptane,CCC(=O)C,CCCCCCC,-3.36
626,856,nitromethane,diisopropylether,C[N+](=O)[O-],CC(C)OC(C)C,-3.9
1835,2282,p-bromophenol,water,C1=CC(=CC=C1O)Br,O,-7.13
129,169,butylacetate,bromobenzene,CCCCCC(=O)[O-],C1=CC=C(C=C1)Br,-5.58
843,1093,methanol,hexadecane,CO,CCCCCCCCCCCCCCCC,-1.32
323,468,chloroform,chloroform,C(Cl)(Cl)Cl,C(Cl)(Cl)Cl,-4.13
2023,2627,butyldimethylsilane,octanol-water,CCCC[SiH](C)C,CCCCCCCCO.O,-4.86
2266,2928,pyruvicacid,water,CC(=O)C(=O)O,O,-68.5
2293,2960,methanethiol,water,CS,O,-73.8
14,41,hydrogenperoxide,acetophenone,OO,CC(=O)C1=CC=CC=C1,-7.3
1827,2272,"1-bromo-1,2,2,2-tetrafluoroethane",water,C(C(F)(F)F)(F)Br,O,0.52
215,266,butylacetate,butylbenzene,CCCCCC(=O)[O-],CCCCC1=CC=CC=C1,-5.28
1435,1770,pyrrole,octanol,C1=CNC=C1,CCCCCCCCO,-5.28
1725,2160,benzaldehyde,water,C1=CC=C(C=C1)C=O,O,-4.02
1182,1483,hexanoicacid,nitrobenzene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-7.26
1988,2585,3-bromophenylurea,octanol-water,C1=CC(=CC(=C1)Br)NC(=O)N,CCCCCCCCO.O,-2.84
1383,1705,trichloroethene,octanol,C(=C(Cl)Cl)Cl,CCCCCCCCO,-3.75
864,1114,anisole,hexadecane,COC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-5.35
516,686,nitromethane,decane,C[N+](=O)[O-],CCCCCCCCCC,-2.81
597,825,nitromethane,diethylether,C[N+](=O)[O-],CCOCC,-4.19
195,243,1-pentanol,butylacetate,CCCCCO,CCCCCC(=O)[O-],-5.78
1965,2557,methylurea,diethylether-water,CNC(=O)N,CCOCC.O,3.97
288,425,anisole,chloroform,COC1=CC=CC=C1,C(Cl)(Cl)Cl,-6.24
950,1210,"1-bromo-1,2,2,2-tetrafluoroethane",hexadecane,C(C(F)(F)F)(F)Br,CCCCCCCCCCCCCCCC,-1.87
1620,2045,methanol,tributylphosphate,CO,CCCCOP(=O)(OCCCC)OCCCC,-4.16
1885,2353,"1,1-dimethylhydrazine",water,CN(C)N,O,-4.48
1120,1403,nitromethane,isooctane,C[N+](=O)[O-],CC(C)CC(C)(C)C,-2.82
549,773,"1,2-ethanediol",diethylether,C(CO)O,CCOCC,-6.2
156,199,ethylacetate,bromooctane,CCOC(=O)C,CCCCCCCCBr,-3.97
419,576,"2,6-dimethylpyridine",cyclohexane,CC1=NC(=CC=C1)C,C1CCCCC1,-5.51
922,1181,dipropylsulfide,hexadecane,CCCSCCC,CCCCCCCCCCCCCCCC,-5.61
1449,1784,5-fluorouracil,octanol,C1=C(C(=O)NC(=O)N1)F,CCCCCCCCO,-15.71
477,642,benzonitrile,decalin,C1=CC=C(C=C1)C#N,C1CCC2CCCCC2C1,-5.86
1456,1793,diflunisal,octanol,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,CCCCCCCCO,-15.46
553,777,t-butanol,diethylether,CC(C)(C)O,CCOCC,-4.8
1202,1503,methanol,nonane,CO,CCCCCCCCC,-1.29
390,541,o-cresol,cyclohexane,CC1=CC=CC=C1O,C1CCCCC1,-6.02
578,804,pyridine,diethylether,C1=CC=NC=C1,CCOCC,-4.81
2190,2827,"2,4-dinitrophenol",methanol,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CO,-43.9
1451,1786,5-chlorouracil,octanol,C1=C(C(=O)NC(=O)N1)Cl,CCCCCCCCO,-17.26
2148,2776,2-nitropropane,dimethylsulfoxide,CC(C)[N+](=O)[O-],CS(=O)C,-59.9
820,1069,cyclopropane,hexadecane,C1CC1,CCCCCCCCCCCCCCCC,-1.78
2298,2966,hydrofluoricacid,water,CC(C)OC1=C(C=C(C(=C1)NC(=O)C)Cl)Cl,O,-104.4
1006,1280,"1,4-dioxane",hexane,C1COCCO1,CCCCCC,-4.08
1248,1554,2-pentanone,octane,CCCC(=O)C,CCCCCCCC,-3.97
1444,1779,4-methylaniline,octanol,CC1=CC=C(C=C1)N,CCCCCCCCO,-7.44
664,894,toluene,ethanol,CC1=CC=CC=C1,CCO,-4.57
2099,2718,methanol,acetonitrile,CO,CC#N,-92.1
142,183,propanoicacid,bromoethane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCBr,-5.52
2059,2667,cinnoline,octanol-water,C1=CC=C2C(=C1)C=CN=N2,CCCCCCCCO.O,-1.27
1621,2046,ethanol,tributylphosphate,CCO,CCCCOP(=O)(OCCCC)OCCCC,-4.57
421,578,benzonitrile,cyclohexane,C1=CC=C(C=C1)C#N,C1CCCCC1,-5.54
799,1047,o-cresol,heptanol,CC1=CC=CC=C1O,CCCCCCCO,-8.78
615,843,2-butanone,diisopropylether,CCC(=O)C,CC(C)OC(C)C,-3.96
1318,1632,anisole,octanol,COC1=CC=CC=C1,CCCCCCCCO,-5.47
295,433,propanoicacid,chloroform,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C(Cl)(Cl)Cl,-5.37
401,552,3-pentanone,cyclohexane,CCC(=O)CC,C1CCCCC1,-4.3
88,123,methylbenzoate,benzene,COC(=O)C1=CC=CC=C1,C1=CC=CC=C1,-6.27
2091,2710,tri-n-propylamine,acetonitrile,CCCN(CCC)CCC,CC#N,-57.9
2328,2998,aniline,water,C1=CC=C(C=C1)N,O,-72.4
131,172,propylamine,bromobenzene,CCCN,C1=CC=C(C=C1)Br,-3.57
1391,1713,1-bromopropane,octanol,CCCBr,CCCCCCCCO,-3.42
1537,1920,toluene,propanol,CC1=CC=CC=C1,CCCO,-4.47
1836,2283,ammonia,water,N,O,-4.29
2052,2660,3-chloroanisole,octanol-water,COC1=CC(=CC=C1)Cl,CCCCCCCCO.O,-4.07
1783,2227,diethylsulfide,water,CCSCC,O,-1.43
724,960,water,ethylbenzene,O,CCC1=CC=CC=C1,-1.51
1314,1626,"1,4-dioxane",octanol,C1COCCO1,CCCCCCCCO,-4.89
1566,1977,nitromethane,tetrahydrofuran,C[N+](=O)[O-],C1CCOC1,-5.09
269,406,o-xylene,chloroform,CC1=CC=CC=C1C,C(Cl)(Cl)Cl,-6.23
1578,1996,methanol,toluene,CO,CC1=CC=CC=C1,-2.18
1859,2311,1-methylthymine,water,CC1=CN(C(=O)NC1=O)C,O,-10.4
917,1176,1-propanethiol,hexadecane,CCCS,CCCCCCCCCCCCCCCC,-3.66
1545,1928,ethanol,pyridine,CCO,C1=CC=NC=C1,-5.08
1319,1633,formaldehyde,octanol,C=O,CCCCCCCCO,-3.23
2012,2613,"4,5-dimethyl-1,2-dithiol-3-thione",octanol-water,CC1=C(SSC1=S)C,CCCCCCCCO.O,-3.34
1866,2318,2-chloropentane,water,CCCC(C)Cl,O,0.07
1411,1734,piperidine,octanol,C1CCNCC1,CCCCCCCCO,-6.27
375,526,benzene,cyclohexane,C1=CC=CC=C1,C1CCCCC1,-4.19
333,479,tripropylphosphate,chloroform,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,C(Cl)(Cl)Cl,-11.11
1619,2044,hydrogenperoxide,toluene,OO,CC1=CC=CC=C1,-3.14
2223,2876,quinoline,methanol,C1=CC=C2C(=C1)C=CC=N2,CO,-57.5
1118,1401,chloroform,isooctane,C(Cl)(Cl)Cl,CC(C)CC(C)(C)C,-3.06
910,1169,nitroethane,hexadecane,CC[N+](=O)[O-],CCCCCCCCCCCCCCCC,-3.29
776,1024,"1,2-dichlorobenzene",heptane,C1=CC=C(C(=C1)Cl)Cl,CCCCCCC,-6.01
1543,1926,n-octane,pyridine,CCCCCCCC,C1=CC=NC=C1,-4.5
328,473,p-bromophenol,chloroform,C1=CC(=CC=C1O)Br,C(Cl)(Cl)Cl,-8.59
1342,1662,piperazine,octanol,C1CNCCN1,CCCCCCCCO,-5.8
320,465,morpholine,chloroform,C1COCCN1,C(Cl)(Cl)Cl,-6.72
1792,2237,fluoromethane,water,CF,O,-0.22
12,38,acetophenone,acetophenone,CC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=C1,-7.59
897,1155,dipropylamine,hexadecane,CCCNCCC,CCCCCCCCCCCCCCCC,-4.57
171,217,hexanoicacid,butanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCO,-8.75
260,397,ammonia,chlorobenzene,N,C1=CC=C(C=C1)Cl,-1.22
1655,2087,chlorobenzene,undecane,C1=CC=C(C=C1)Cl,CCCCCCCCCCC,-5.12
1932,2461,sulfolane,water,C1CCS(=O)(=O)C1,O,-8.61
901,1159,3-methylpyridine,hexadecane,CC1=CN=CC=C1,CCCCCCCCCCCCCCCC,-4.91
258,395,chlorobenzene,chlorobenzene,C1=CC=C(C=C1)Cl,C1=CC=C(C=C1)Cl,-5.66
844,1094,ethanol,hexadecane,CCO,CCCCCCCCCCCCCCCC,-2.03
138,179,n-octane,bromoethane,CCCCCCCC,CCBr,-5.54
319,463,thioanisole,chloroform,CSC1=CC=CC=C1,C(Cl)(Cl)Cl,-5.98
653,883,dimethylsulfoxide,dimethylsulfoxide,CS(=O)C,CS(=O)C,-7.63
1684,2117,E-2-pentene,water,CC/C=C/C,O,1.34
1610,2035,1-nitropropane,toluene,CCC[N+](=O)[O-],CC1=CC=CC=C1,-5.25
558,782,m-cresol,diethylether,CC1=CC(=CC=C1)O,CCOCC,-7.95
139,180,toluene,bromoethane,CC1=CC=CC=C1,CCBr,-5.55
112,151,benzylalcohol,benzylalcohol,C1=CC=C(C=C1)CO,C1=CC=C(C=C1)CO,-8.61
531,701,ethanol,dibromoethane,CCO,CC(Br)Br,-2.69
224,278,ethylacetate,carbondisulfide,CCOC(=O)C,C(=S)=S,-4.08
723,959,p-bromophenol,ethylbenzene,C1=CC(=CC=C1O)Br,CCC1=CC=CC=C1,-8.54
2196,2842,4-aminobenzoicacid,methanol,C1=CC(=CC=C1C(=O)[O-])N,CO,-73.1
2007,2607,N-phenylpyrrole,octanol-water,C1=CC=C(C=C1)N2C=CC=C2,CCCCCCCCO.O,-4.2
325,470,"1,4-dichlorobenzene",chloroform,C1=CC(=CC=C1Cl)Cl,C(Cl)(Cl)Cl,-6.32
1323,1637,acetone,octanol,CC(=O)C,CCCCCCCCO,-3.15
1726,2161,acetone,water,CC(=O)C,O,-3.85
1487,1853,1-propanol,pentane,CCCO,CCCCC,-2.76
714,946,"3,3-dimethylbutanone",ethylbenzene,CC(=O)C(C)(C)C,CCC1=CC=CC=C1,-4.92
846,1096,1-propanol,hexadecane,CCCO,CCCCCCCCCCCCCCCC,-2.77
193,241,1-propanol,butylacetate,CCCO,CCCCCC(=O)[O-],-4.52
573,799,propylamine,diethylether,CCCN,CCOCC,-3.65
946,1206,1-bromobutane,hexadecane,CCCCBr,CCCCCCCCCCCCCCCC,-4.24
503,668,"3,3-dimethylbutanone",decane,CC(=O)C(C)(C)C,CCCCCCCCCC,-4.15
1604,2029,trimethylamine,toluene,CN(C)C,CC1=CC=CC=C1,-2.71
1593,2011,"3,3-dimethylbutanone",toluene,CC(=O)C(C)(C)C,CC1=CC=CC=C1,-5.0
645,875,"1,4-dioxane",dimethylpyridine,C1COCCO1,CC1=C(N=CC=C1)C,-4.9
3,29,"1,4-dioxane",acetonitrile,C1COCCO1,CC#N,-5.33
1575,1993,tetralin,tetralin,C1CCC2=CC=CC=C2C1,C1CCC2=CC=CC=C2C1,-7.55
467,626,p-cresol,decalin,CC1=CC=C(C=C1)O,C1CCC2CCCCC2C1,-5.68
1345,1665,dipropylamine,octanol,CCCNCCC,CCCCCCCCO,-6.02
5,31,acetonitrile,acetonitrile,CC#N,CC#N,-4.85
1812,2257,dibromomethane,water,C(Br)Br,O,-2.11
1880,2347,nitromethane,water,C[N+](=O)[O-],O,-3.95
547,771,methanol,diethylether,CO,CCOCC,-3.61
228,282,carbondisulfide,carbondisulfide,C(=S)=S,C(=S)=S,-3.95
1063,1344,o-cresol,iodobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)I,-7.14
542,766,toluene,diethylether,CC1=CC=CC=C1,CCOCC,-5.23
242,375,"1,4-dioxane",chlorobenzene,C1COCCO1,C1=CC=C(C=C1)Cl,-5.08
898,1156,pyridine,hexadecane,C1=CC=NC=C1,CCCCCCCCCCCCCCCC,-4.1
1553,1961,phenol,tetrachloroethene,C1=CC=C(C=C1)O,C(=C(Cl)Cl)(Cl)Cl,-6.1
1160,1459,phenol,methylenechloride,C1=CC=C(C=C1)O,C(Cl)Cl,-7.5
2028,2632,trifluoroacetamide,octanol-water,C(=O)(C(F)(F)F)N,CCCCCCCCO.O,-0.16
1825,2270,"1-bromo-1-chloro-2,2,2-trifluoroethane",water,C(C(F)(F)F)(Cl)Br,O,-0.13
842,1092,chrysene,hexadecane,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,CCCCCCCCCCCCCCCC,-14.1
2045,2653,bromoacetamide,octanol-water,C(C(=O)N)Br,CCCCCCCCO.O,0.71
1945,2479,1-iodobutane,water,CCCCI,O,-0.25
1583,2001,phenol,toluene,C1=CC=C(C=C1)O,CC1=CC=CC=C1,-6.93
276,413,isopropanol,chloroform,CC(C)O,C(Cl)(Cl)Cl,-4.28
661,891,acetophenone,dodecane,CC(=O)C1=CC=CC=C1,CCCCCCCCCCCC,-6.11
1966,2558,ethylurea,diethylether-water,CCNC(=O)N,CCOCC.O,3.25
2232,2885,3-bromoaniline,methanol,C1=CC(=CC(=C1)Br)N,CO,-75.2
1650,2082,butylamine,undecane,CCCCN,CCCCCCCCCCC,-3.55
314,458,benzonitrile,chloroform,C1=CC=C(C=C1)C#N,C(Cl)(Cl)Cl,-7.22
1343,1663,butylamine,octanol,CCCCN,CCCCCCCCO,-5.33
1639,2066,nitromethane,triethylamine,C[N+](=O)[O-],CCN(CC)CC,-3.63
691,923,ethylacetate,ethylacetate,CCOC(=O)C,CCOC(=O)C,-4.46
612,840,phenol,diisopropylether,C1=CC=C(C=C1)O,CC(C)OC(C)C,-8.35
424,581,2-methyl-1-nitrobenzene,cyclohexane,CC1=CC=CC=C1[N+](=O)[O-],C1CCCCC1,-6.71
594,822,hydrazine,diethylether,NN,CCOCC,-3.08
2343,3014,pyrrole,water,C1=CNC=C1,O,-61.4
1737,2173,propanoicacid,water,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,O,-6.47
622,852,aniline,diisopropylether,C1=CC=C(C=C1)N,CC(C)OC(C)C,-6.67
1602,2027,dimethylamine,toluene,CNC,CC1=CC=CC=C1,-2.68
1436,1771,quinoline,octanol,C1=CC=C2C(=C1)C=CC=N2,CCCCCCCCO,-8.43
227,281,nitromethane,carbondisulfide,C[N+](=O)[O-],C(=S)=S,-3.3
1533,1910,butylamine,perfluorobenzene,CCCCN,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.13
1169,1468,toluene,methylformamide,CC1=CC=CC=C1,CNC=O,-4.34
1818,2263,1-bromopentane,water,CCCCCBr,O,-0.08
1506,1877,toluene,pentanol,CC1=CC=CC=C1,CCCCCO,-4.25
66,101,trimethylamine,benzene,CN(C)C,C1=CC=CC=C1,-2.8
1882,2349,4-ethylpyridine,water,CCC1=CC=NC=C1,O,-4.74
24,52,n-octane,anisole,CCCCCCCC,COC1=CC=CC=C1,-4.62
1235,1541,methanol,octane,CO,CCCCCCCC,-1.29
144,185,nitromethane,bromoethane,C[N+](=O)[O-],CCBr,-4.54
536,706,1-hexanol,dibromoethane,CCCCCCO,CC(Br)Br,-6.08
811,1060,n-hexane,hexadecane,CCCCCC,CCCCCCCCCCCCCCCC,-3.64
1535,1912,nitromethane,perfluorobenzene,C[N+](=O)[O-],C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.3
85,120,methylamine,benzene,CN,C1=CC=CC=C1,-2.66
1254,1563,butylacetate,octane,CCCCCC(=O)[O-],CCCCCCCC,-4.8
1857,2309,"1,1-dimethyl-3-phenylurea",water,CN(C)C(=O)NC1=CC=CC=C1,O,-9.63
2076,2692,3-trifluoromethylphenol,acetonitrile,C1=CC(=CC(=C1)O)C(F)(F)F,CC#N,-46.9
1660,2092,methane,water,C,O,2.0
1964,2556,b-propiolactone,diethylether-water,C1COC1=O,CCOCC.O,-0.03
484,649,iodobenzene,decalin,C1=CC=C(C=C1)I,C1CCC2CCCCC2C1,-5.96
2109,2731,di-n-butylamine,acetonitrile,CCCCNCCCC,CC#N,-64.8
2259,2919,cyanamide,water,C(#N)N,O,-72.2
1878,2334,"2,6-dichlorothiobenzamide",water,C1=CC(=C(C(=C1)Cl)C(=S)N)Cl,O,-10.81
1569,1987,2-butanone,tetralin,CCC(=O)C,C1CCC2=CC=CC=C2C1,-3.12
2329,2999,2-methylaniline,water,CC1=CC=CC=C1N,O,-70.3
362,510,acetone,chlorohexane,CC(=O)C,CCCCCCCl,-3.45
749,991,p-cresol,heptane,CC1=CC=C(C=C1)O,CCCCCCC,-5.77
1580,1998,1-propanol,toluene,CCCO,CC1=CC=CC=C1,-3.71
1026,1306,p-hydroxybenzaldehyde,hexane,C1=CC(=CC=C1C=O)O,CCCCCC,-9.18
1030,1310,"1,4-dichlorobenzene",hexane,C1=CC(=CC=C1Cl)Cl,CCCCCC,-5.69
1659,2091,n-undecane,undecane,CCCCCCCCCCC,CCCCCCCCCCC,-7.22
1335,1651,methylformate,octanol,COC=O,CCCCCCCCO,-2.82
1851,2302,2-octanone,water,CCCCCCC(=O)C,O,-2.88
1476,1820,diiodomethane,octanol,C(I)I,CCCCCCCCO,-5.63
665,895,ethanol,ethanol,CCO,CCO,-5.04
