,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
1212,"1,1,2-trichloro-1,2,2-trifluoroethane",hexadecane,C(C(F)(Cl)Cl)(F)(F)Cl,CCCCCCCCCCCCCCCC,-2.89
1213,"2,2,2-trifluoroethanol",hexadecane,C(C(F)(F)F)O,CCCCCCCCCCCCCCCC,-1.67
1216,ammonia,hexadecane,N,CCCCCCCCCCCCCCCC,-0.93
1217,water,hexadecane,O,CCCCCCCCCCCCCCCC,-0.35
1219,diethyldisulfide,hexadecane,CCSSCC,CCCCCCCCCCCCCCCC,-5.74
1220,acetamide,hexadecane,CC(=O)N,CCCCCCCCCCCCCCCC,-3.33
1221,1-octanol,hexadecane,CCCCCCCCO,CCCCCCCCCCCCCCCC,-6.3
1222,octanal,hexadecane,CCCCCCCC=O,CCCCCCCCCCCCCCCC,-5.98
1223,2-octanone,hexadecane,CCCCCCC(=O)C,CCCCCCCCCCCCCCCC,-5.81
1224,methylbenzoate,hexadecane,COC(=O)C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-6.31
1225,isopropylether,hexadecane,CC(C)OC(C)C,CCCCCCCCCCCCCCCC,-4.02
1226,tetrahydropyran,hexadecane,C1CCOCC1,CCCCCCCCCCCCCCCC,-4.08
1227,thiophene,hexadecane,C1=CSC=C1,CCCCCCCCCCCCCCCC,-4.01
1229,hydrogen,hexadecane,[HH],CCCCCCCCCCCCCCCC,1.64
1230,3-bromopropene,hexadecane,C=CCBr,CCCCCCCCCCCCCCCC,-3.42
1232,bromotoluene,hexadecane,CC1=CC=CC=C1Br,CCCCCCCCCCCCCCCC,-6.36
1233,p-bromotoluene,hexadecane,CC1=CC=C(C=C1)Br,CCCCCCCCCCCCCCCC,-6.19
1234,bromotrichloromethane,hexadecane,C(Cl)(Cl)(Cl)Br,CCCCCCCCCCCCCCCC,-4.46
1235,dimethylmethylphosphonate,hexadecane,COP(=O)(C)OC,CCCCCCCCCCCCCCCC,-5.43
1236,"3,4-dimethylpyridine",hexadecane,CC1=C(C=NC=C1)C,CCCCCCCCCCCCCCCC,-2.58
1237,nitromethane,hexadecane,C[N+](=O)[O-],CCCCCCCCCCCCCCCC,-2.58
1238,"3,5-dimethylpyridine",hexadecane,CC1=CC(=CN=C1)C,CCCCCCCCCCCCCCCC,-2.52
1239,4-ethylpyridine,hexadecane,CCC1=CC=NC=C1,CCCCCCCCCCCCCCCC,-2.45
1240,tetramethylsilane,hexadecane,C[Si](C)(C)C,CCCCCCCCCCCCCCCC,-2.92
1241,urea,hexadecane,C(=O)(N)N,CCCCCCCCCCCCCCCC,-6.37
1242,2-methylaniline,hexadecane,CC1=CC=CC=C1N,CCCCCCCCCCCCCCCC,-6.08
1243,4-methylaniline,hexadecane,CC1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-6.04
1244,formamide,hexadecane,C(=O)N,CCCCCCCCCCCCCCCC,-2.91
1245,iodobenzene,hexadecane,C1=CC=C(C=C1)I,CCCCCCCCCCCCCCCC,-6.25
1246,diiodomethane,hexadecane,C(I)I,CCCCCCCCCCCCCCCC,-5.26
1247,iodomethane,hexadecane,CI,CCCCCCCCCCCCCCCC,-2.88
1248,iodoethane,hexadecane,CCI,CCCCCCCCCCCCCCCC,-3.51
1249,3-iodopropene,hexadecane,C=CCI,CCCCCCCCCCCCCCCC,-4.1
1250,1-iodopropane,hexadecane,CCCI,CCCCCCCCCCCCCCCC,-4.27
1251,1-iodobutane,hexadecane,CCCCI,CCCCCCCCCCCCCCCC,-4.95
1252,1-iodopentane,hexadecane,CCCCCI,CCCCCCCCCCCCCCCC,-5.63
1262,n-hexane,hexane,CCCCCC,CCCCCC,-4
1263,n-octane,hexane,CCCCCCCC,CCCCCC,-5.46
1264,benzene,hexane,C1=CC=CC=C1,CCCCCC,-3.96
1265,toluene,hexane,CC1=CC=CC=C1,CCCCCC,-4.84
1266,ethylbenzene,hexane,CCC1=CC=CC=C1,CCCCCC,-4.99
1267,o-xylene,hexane,CC1=CC=CC=C1C,CCCCCC,-5.22
1268,m-xylene,hexane,CC1=CC(=CC=C1)C,CCCCCC,-4.99
1269,p-xylene,hexane,CC1=CC=C(C=C1)C,CCCCCC,-5.01
1270,methanol,hexane,CO,CCCCCC,-1.49
1271,ethanol,hexane,CCO,CCCCCC,-2.73
1272,1-propanol,hexane,CCCO,CCCCCC,-2.81
1273,1-butanol,hexane,CCCCO,CCCCCC,-3.77
1274,1-pentanol,hexane,CCCCCO,CCCCCC,-4.38
1275,phenol,hexane,C1=CC=C(C=C1)O,CCCCCC,-5.49
1276,1-hexanol,hexane,CCCCCCO,CCCCCC,-5.14
1277,o-cresol,hexane,CC1=CC=CC=C1O,CCCCCC,-6.25
1278,p-cresol,hexane,CC1=CC=C(C=C1)O,CCCCCC,-5.86
1279,1-heptanol,hexane,CCCCCCCO,CCCCCC,-5.75
1280,"1,4-dioxane",hexane,C1COCCO1,CCCCCC,-4.08
1281,benzaldehyde,hexane,C1=CC=C(C=C1)C=O,CCCCCC,-5.53
1282,acetone,hexane,CC(=O)C,CCCCCC,-2.6
1283,2-butanone,hexane,CCC(=O)C,CCCCCC,-3.48
1284,2-hexanone,hexane,CCCCC(=O)C,CCCCCC,-4.68
1285,"3,3-dimethylbutanone",hexane,CC(=O)C(C)(C)C,CCCCCC,-4.34
1286,2-heptanone,hexane,CCCCCC(=O)C,CCCCCC,-5.36
1287,acetophenone,hexane,CC(=O)C1=CC=CC=C1,CCCCCC,-6.05
1289,propanoicacid,hexane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CCCCCC,-2.98
1292,ethylacetate,hexane,CCOC(=O)C,CCCCCC,-3.62
1293,propylacetate,hexane,CCCCC(=O)O,CCCCCC,-4.1
1295,butylacetate,hexane,CCCCCC(=O)[O-],CCCCCC,-4.86
1298,ethylamine,hexane,CCN,CCCCCC,-2.09
1299,propylamine,hexane,CCCN,CCCCCC,-3.13
1300,butylamine,hexane,CCCCN,CCCCCC,-3.62
1301,pyridine,hexane,C1=CC=NC=C1,CCCCCC,-3.81
1302,aniline,hexane,C1=CC=C(C=C1)N,CCCCCC,-5.43
1303,nitroethane,hexane,CC[N+](=O)[O-],CCCCCC,-3.19
1304,1-nitrobutane,hexane,CCCC[N+](=O)[O-],CCCCCC,-4.64
1305,nitrobenzene,hexane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCC,-6.09
1306,p-hydroxybenzaldehyde,hexane,C1=CC(=CC=C1C=O)O,CCCCCC,-9.18
1307,fluorobenzene,hexane,C1=CC=C(C=C1)F,CCCCCC,-4.15
1308,chloroform,hexane,C(Cl)(Cl)Cl,CCCCCC,-3.17
1309,chlorobenzene,hexane,C1=CC=C(C=C1)Cl,CCCCCC,-5.14
1310,"1,4-dichlorobenzene",hexane,C1=CC(=CC=C1Cl)Cl,CCCCCC,-5.69
1311,bromoform,hexane,C(Br)(Br)Br,CCCCCC,-4.38
1312,bromobenzene,hexane,C1=CC=C(C=C1)Br,CCCCCC,-5.66
1313,p-bromophenol,hexane,C1=CC(=CC=C1O)Br,CCCCCC,-6.96
1314,trimethylphosphate,hexane,COP(=O)(OC)OC,CCCCCC,-5.82
1315,triethylphosphate,hexane,CCOP(=O)(OCC)OCC,CCCCCC,-6.78
1316,tripropylphosphate,hexane,CCOC(=O)C1=C(NC(=O)NC1C2=CC=CC=C2)C,CCCCCC,-7.24
1317,"3,5-dibromo-4-hydroxybenzonitrile",hexane,C1=C(C=C(C(=C1Br)O)Br)C#N,CCCCCC,-9.67
1318,nitromethane,hexane,C[N+](=O)[O-],CCCCCC,-2.9
1319,benzamide,hexane,C1=CC=C(C=C1)C(=O)N,CCCCCC,-7.77
1320,4-methylaniline,hexane,CC1=CC=C(C=C1)N,CCCCCC,-6.18
1321,benzene,hexanol,C1=CC=CC=C1,CCCCCCO,-3.68
1322,toluene,hexanol,CC1=CC=CC=C1,CCCCCCO,-4.27
1323,ethylbenzene,hexanol,CCC1=CC=CC=C1,CCCCCCO,-4.54
1324,phenol,hexanol,C1=CC=C(C=C1)O,CCCCCCO,-8.76
1325,1-hexanol,hexanol,CCCCCCO,CCCCCCO,-7.05
1326,o-cresol,hexanol,CC1=CC=CC=C1O,CCCCCCO,-8.76
1327,m-cresol,hexanol,CC1=CC(=CC=C1)O,CCCCCCO,-8.42
1328,p-cresol,hexanol,CC1=CC=C(C=C1)O,CCCCCCO,-9.21
1329,formaldehyde,hexanol,C=O,CCCCCCO,-3.42
1331,ethylamine,hexanol,CCN,CCCCCCO,-4.2
1332,propylamine,hexanol,CCCN,CCCCCCO,-4.83
1333,butylamine,hexanol,CCCCN,CCCCCCO,-5.5
1334,p-bromophenol,hexanol,C1=CC(=CC=C1O)Br,CCCCCCO,-10.51
1335,n-octane,iodobenzene,CCCCCCCC,C1=CC=C(C=C1)I,-4.72
1336,toluene,iodobenzene,CC1=CC=CC=C1,C1=CC=C(C=C1)I,-4.99
1337,methanol,iodobenzene,CO,C1=CC=C(C=C1)I,-2.18
1338,ethanol,iodobenzene,CCO,C1=CC=C(C=C1)I,-3.18
1339,1-propanol,iodobenzene,CCCO,C1=CC=C(C=C1)I,-3.52
1340,1-butanol,iodobenzene,CCCCO,C1=CC=C(C=C1)I,-4.05
1341,1-pentanol,iodobenzene,CCCCCO,C1=CC=C(C=C1)I,-5.02
1342,phenol,iodobenzene,C1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-6.76
1343,1-hexanol,iodobenzene,CCCCCCO,C1=CC=C(C=C1)I,-5.71
1344,o-cresol,iodobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)I,-7.14
1345,m-cresol,iodobenzene,CC1=CC(=CC=C1)O,C1=CC=C(C=C1)I,-6.04
1346,p-cresol,iodobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)I,-7.01
1347,1-heptanol,iodobenzene,CCCCCCCO,C1=CC=C(C=C1)I,-6.53
1348,"1,4-dioxane",iodobenzene,C1COCCO1,C1=CC=C(C=C1)I,-4.94
1349,2-butanone,iodobenzene,CCC(=O)C,C1=CC=C(C=C1)I,-4.22
1350,ethylamine,iodobenzene,CCN,C1=CC=C(C=C1)I,-2.73
1351,propylamine,iodobenzene,CCCN,C1=CC=C(C=C1)I,-3.54
1352,butylamine,iodobenzene,CCCCN,C1=CC=C(C=C1)I,-4.19
1353,p-bromophenol,iodobenzene,C1=CC(=CC=C1O)Br,C1=CC=C(C=C1)I,-8.45
1354,nitromethane,iodobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)I,-4.1
1355,butanal,isobutanol,CCCC=O,CC(C)CO,-4.82
1357,propanoicacid,isobutanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(C)CO,-6.98
1358,butanoicacid,isobutanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)CO,-7.62
1360,hexanoicacid,isobutanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC(C)CO,-8.77
1361,ethylacetate,isobutanol,CCOC(=O)C,CC(C)CO,-4.27
1362,dimethylamine,isobutanol,CNC,CC(C)CO,-4.43
1363,trimethylamine,isobutanol,CN(C)C,CC(C)CO,-3.9
1364,piperazine,isobutanol,C1CNCCN1,CC(C)CO,-6.58
1365,diethylamine,isobutanol,CCNCC,CC(C)CO,-4.86
1366,dipropylamine,isobutanol,CCCNCCC,CC(C)CO,-5.87
1367,pyridine,isobutanol,C1=CC=NC=C1,CC(C)CO,-5.87
1368,piperidine,isobutanol,C1CCNCC1,CC(C)CO,-6.17
1369,methylamine,isobutanol,CN,CC(C)CO,-4.56
1370,isobutanol,isobutanol,CC(C)CO,CC(C)CO,-5.79
1371,hydrogenperoxide,isobutanol,OO,CC(C)CO,-7.93
1372,n-pentane,isooctane,CCCCC,CC(C)CC(C)(C)C,-3.21
1373,n-hexane,isooctane,CCCCCC,CC(C)CC(C)(C)C,-3.08
1374,n-octane,isooctane,CCCCCCCC,CC(C)CC(C)(C)C,-5.44
1375,propene,isooctane,CC=C,CC(C)CC(C)(C)C,-1.61
1376,1-butene,isooctane,CCC=C,CC(C)CC(C)(C)C,-2.26
1377,1-pentene,isooctane,CCCC=C,CC(C)CC(C)(C)C,-2.36
1378,benzene,isooctane,C1=CC=CC=C1,CC(C)CC(C)(C)C,-4.01
1379,toluene,isooctane,CC1=CC=CC=C1,CC(C)CC(C)(C)C,-4.68
1380,m-xylene,isooctane,CC1=CC(=CC=C1)C,CC(C)CC(C)(C)C,-5.12
1381,ethanol,isooctane,CCO,CC(C)CC(C)(C)C,-2.44
1382,1-propanol,isooctane,CCCO,CC(C)CC(C)(C)C,-3
1383,1-butanol,isooctane,CCCCO,CC(C)CC(C)(C)C,-3.56
1384,1-pentanol,isooctane,CCCCCO,CC(C)CC(C)(C)C,-4.17
1385,phenol,isooctane,C1=CC=C(C=C1)O,CC(C)CC(C)(C)C,-5.3
1386,1-hexanol,isooctane,CCCCCCO,CC(C)CC(C)(C)C,-5.1
1387,o-cresol,isooctane,CC1=CC=CC=C1O,CC(C)CC(C)(C)C,-5.68
1388,p-cresol,isooctane,CC1=CC=C(C=C1)O,CC(C)CC(C)(C)C,-5.59
1389,"1,4-dioxane",isooctane,C1COCCO1,CC(C)CC(C)(C)C,-4.02
1390,butanal,isooctane,CCCC=O,CC(C)CC(C)(C)C,-3.45
1391,pentanal,isooctane,CCCCC=O,CC(C)CC(C)(C)C,-4.24
1392,acetone,isooctane,CC(=O)C,CC(C)CC(C)(C)C,-2.44
1393,2-butanone,isooctane,CCC(=O)C,CC(C)CC(C)(C)C,-3.4
1394,2-pentanone,isooctane,CCCC(=O)C,CC(C)CC(C)(C)C,-4.14
1395,2-hexanone,isooctane,CCCCC(=O)C,CC(C)CC(C)(C)C,-4.72
1396,butylamine,isooctane,CCCCN,CC(C)CC(C)(C)C,-3.57
1397,aniline,isooctane,C1=CC=C(C=C1)N,CC(C)CC(C)(C)C,-5.2
1398,1-nitropropane,isooctane,CCC[N+](=O)[O-],CC(C)CC(C)(C)C,-3.94
1399,ethanethiol,isooctane,CCS,CC(C)CC(C)(C)C,-3.13
1400,1-propanethiol,isooctane,CCCS,CC(C)CC(C)(C)C,-3.78
1401,chloroform,isooctane,C(Cl)(Cl)Cl,CC(C)CC(C)(C)C,-3.06
1402,methylbenzoate,isooctane,COC(=O)C1=CC=CC=C1,CC(C)CC(C)(C)C,-6.71
1403,nitromethane,isooctane,C[N+](=O)[O-],CC(C)CC(C)(C)C,-2.82
1404,n-octane,isopropanol,CCCCCCCC,CC(C)O,-4.5
1405,toluene,isopropanol,CC1=CC=CC=C1,CC(C)O,-4.38
1406,ethanol,isopropanol,CCO,CC(C)O,-4.84
1407,isopropanol,isopropanol,CC(C)O,CC(C)O,-4.82
1408,"1,4-dioxane",isopropanol,C1COCCO1,CC(C)O,-4.49
1409,2-butanone,isopropanol,CCC(=O)C,CC(C)O,-4.07
1410,nitromethane,isopropanol,C[N+](=O)[O-],CC(C)O,-4
1411,ethanol,isopropylbenzene,CCO,CC(C)C1=CC=CC=C1,-2.9
1412,acetone,isopropylbenzene,CC(=O)C,CC(C)C1=CC=CC=C1,-3.32
1413,2-butanone,isopropylbenzene,CCC(=O)C,CC(C)C1=CC=CC=C1,-4.02
1414,2-pentanone,isopropylbenzene,CCCC(=O)C,CC(C)C1=CC=CC=C1,-4.84
1415,2-hexanone,isopropylbenzene,CCCCC(=O)C,CC(C)C1=CC=CC=C1,-5.39
1416,"3,3-dimethylbutanone",isopropylbenzene,CC(=O)C(C)(C)C,CC(C)C1=CC=CC=C1,-4.81
1417,2-heptanone,isopropylbenzene,CCCCCC(=O)C,CC(C)C1=CC=CC=C1,-5.99
1418,propanoicacid,isopropylbenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(C)C1=CC=CC=C1,-4.23
1419,butanoicacid,isopropylbenzene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)C1=CC=CC=C1,-4.93
1421,ethylacetate,isopropylbenzene,CCOC(=O)C,CC(C)C1=CC=CC=C1,-4.22
1422,propylacetate,isopropylbenzene,CCCCC(=O)O,CC(C)C1=CC=CC=C1,-4.78
1424,butylacetate,isopropylbenzene,CCCCCC(=O)[O-],CC(C)C1=CC=CC=C1,-5.36
1427,butylamine,isopropylbenzene,CCCCN,CC(C)C1=CC=CC=C1,-4.06
1428,water,isopropylbenzene,O,CC(C)C1=CC=CC=C1,-1.41
1429,isopropylbenzene,isopropylbenzene,CC(C)C1=CC=CC=C1,CC(C)C1=CC=CC=C1,-6.04
1435,butylamine,isopropyltoluene,CCCCN,CC1=CC=C(C=C1)C(C)C,-4.22
1443,phenol,mesitylene,C1=CC=C(C=C1)O,CC1=CC(=CC(=C1)C)C,-6.8
1444,2-butanone,mesitylene,CCC(=O)C,CC1=CC(=CC(=C1)C)C,-3.95
1445,2-pentanone,mesitylene,CCCC(=O)C,CC1=CC(=CC(=C1)C)C,-4.8
1446,2-hexanone,mesitylene,CCCCC(=O)C,CC1=CC(=CC(=C1)C)C,-5.34
1447,"3,3-dimethylbutanone",mesitylene,CC(=O)C(C)(C)C,CC1=CC(=CC(=C1)C)C,-4.77
1448,2-heptanone,mesitylene,CCCCCC(=O)C,CC1=CC(=CC(=C1)C)C,-5.99
1449,mesitylene,mesitylene,CC1=CC(=CC(=C1)C)C,CC1=CC(=CC(=C1)C)C,-6.4
1450,n-octane,methoxyethanol,CCCCCCCC,COCCO,-3.71
1451,toluene,methoxyethanol,CC1=CC=CC=C1,COCCO,-4.49
1452,ethanol,methoxyethanol,CCO,COCCO,-4.71
1453,"1,4-dioxane",methoxyethanol,C1COCCO1,COCCO,-4.91
1454,2-butanone,methoxyethanol,CCC(=O)C,COCCO,-4.28
1455,nitromethane,methoxyethanol,C[N+](=O)[O-],COCCO,-5.06
1456,n-octane,methylenechloride,CCCCCCCC,C(Cl)Cl,-5.18
1457,toluene,methylenechloride,CC1=CC=CC=C1,C(Cl)Cl,-5.53
1458,ethanol,methylenechloride,CCO,C(Cl)Cl,-3.82
1459,phenol,methylenechloride,C1=CC=C(C=C1)O,C(Cl)Cl,-7.5
1460,p-cresol,methylenechloride,CC1=CC=C(C=C1)O,C(Cl)Cl,-7.71
1461,"1,4-dioxane",methylenechloride,C1COCCO1,C(Cl)Cl,-5.33
1462,thiophenol,methylenechloride,C1=CC=C(C=C1)S,C(Cl)Cl,-7.11
1463,dichloromethane,methylenechloride,C(Cl)Cl,C(Cl)Cl,-3.8
1464,p-bromophenol,methylenechloride,C1=CC(=CC=C1O)Br,C(Cl)Cl,-9.09
1465,water,methylenechloride,O,C(Cl)Cl,-2.63
1466,nitromethane,methylenechloride,C[N+](=O)[O-],C(Cl)Cl,-5.05
1467,n-octane,methylformamide,CCCCCCCC,CNC=O,-3.34
1468,toluene,methylformamide,CC1=CC=CC=C1,CNC=O,-4.34
1469,ethanol,methylformamide,CCO,CNC=O,-5.12
1470,"1,4-dioxane",methylformamide,C1COCCO1,CNC=O,-4.86
1471,2-butanone,methylformamide,CCC(=O)C,CNC=O,-4.34
1472,nitromethane,methylformamide,C[N+](=O)[O-],CNC=O,-5.11
1473,N-methylformamide,methylformamide,CNC=O,CNC=O,-8.27
1474,methanol,nitrobenzene,CO,C1=CC=C(C=C1)[N+](=O)[O-],-2.93
1475,phenol,nitrobenzene,C1=CC=C(C=C1)O,C1=CC=C(C=C1)[N+](=O)[O-],-7.86
1476,o-cresol,nitrobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)[N+](=O)[O-],-8.16
1477,m-cresol,nitrobenzene,CC1=CC(=CC=C1)O,C1=CC=C(C=C1)[N+](=O)[O-],-7.29
1478,p-cresol,nitrobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)[N+](=O)[O-],-8.13
1480,propanoicacid,nitrobenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-5.38
1481,butanoicacid,nitrobenzene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,C1=CC=C(C=C1)[N+](=O)[O-],-5.84
1483,hexanoicacid,nitrobenzene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-7.26
1484,aniline,nitrobenzene,C1=CC=C(C=C1)N,C1=CC=C(C=C1)[N+](=O)[O-],-7.15
1485,nitrobenzene,nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-7.94
1486,p-bromophenol,nitrobenzene,C1=CC(=CC=C1O)Br,C1=CC=C(C=C1)[N+](=O)[O-],-9.76
1487,nitromethane,nitrobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-4.9
1488,hydrogenperoxide,nitrobenzene,OO,C1=CC=C(C=C1)[N+](=O)[O-],-5.45
1489,n-octane,nitroethane,CCCCCCCC,CC[N+](=O)[O-],-3.89
1490,toluene,nitroethane,CC1=CC=CC=C1,CC[N+](=O)[O-],-4.88
1491,ethanol,nitroethane,CCO,CC[N+](=O)[O-],-3.98
1492,"1,4-dioxane",nitroethane,C1COCCO1,CC[N+](=O)[O-],-5.28
1493,2-butanone,nitroethane,CCC(=O)C,CC[N+](=O)[O-],-4.73
1494,nitroethane,nitroethane,CC[N+](=O)[O-],CC[N+](=O)[O-],-5.53
1495,nitromethane,nitroethane,C[N+](=O)[O-],CC[N+](=O)[O-],-5.35
1496,n-octane,nitromethane,CCCCCCCC,C[N+](=O)[O-],-3.15
1497,toluene,nitromethane,CC1=CC=CC=C1,C[N+](=O)[O-],-4.52
1498,ethanol,nitromethane,CCO,C[N+](=O)[O-],-4.16
1499,"1,4-dioxane",nitromethane,C1COCCO1,C[N+](=O)[O-],-5.46
1500,2-butanone,nitromethane,CCC(=O)C,C[N+](=O)[O-],-4.72
1501,nitromethane,nitromethane,C[N+](=O)[O-],C[N+](=O)[O-],-5.38
1502,g-butyrolactone,nitromethane,C1CC(=O)OC1,C[N+](=O)[O-],-5.45
1503,methanol,nonane,CO,CCCCCCCCC,-1.29
1504,ethanol,nonane,CCO,CCCCCCCCC,-2.15
1505,1-propanol,nonane,CCCO,CCCCCCCCC,-2.76
1506,1-butanol,nonane,CCCCO,CCCCCCCCC,-3.77
1507,1-pentanol,nonane,CCCCCO,CCCCCCCCC,-3.92
1508,phenol,nonane,C1=CC=C(C=C1)O,CCCCCCCCC,-5.6
1509,1-hexanol,nonane,CCCCCCO,CCCCCCCCC,-4.97
1510,o-cresol,nonane,CC1=CC=CC=C1O,CCCCCCCCC,-6.2
1511,1-heptanol,nonane,CCCCCCCO,CCCCCCCCC,-5.62
1512,2-butanone,nonane,CCC(=O)C,CCCCCCCCC,-3.2
1513,2-pentanone,nonane,CCCC(=O)C,CCCCCCCCC,-3.97
1514,2-hexanone,nonane,CCCCC(=O)C,CCCCCCCCC,-4.59
1515,"3,3-dimethylbutanone",nonane,CC(=O)C(C)(C)C,CCCCCCCCC,-4.19
1516,2-heptanone,nonane,CCCCCC(=O)C,CCCCCCCCC,-5.24
1519,ethylacetate,nonane,CCOC(=O)C,CCCCCCCCC,-3.45
1520,propylacetate,nonane,CCCCC(=O)O,CCCCCCCCC,-4.07
1522,butylacetate,nonane,CCCCCC(=O)[O-],CCCCCCCCC,-4.69
1525,ethylamine,nonane,CCN,CCCCCCCCC,-1.98
1526,propylamine,nonane,CCCN,CCCCCCCCC,-2.96
1527,butylamine,nonane,CCCCN,CCCCCCCCC,-3.55
1528,n-nonane,nonane,CCCCCCCCC,CCCCCCCCC,-5.91
1529,benzene,nonanol,C1=CC=CC=C1,CCCCCCCCCO,-3.82
1530,toluene,nonanol,CC1=CC=CC=C1,CCCCCCCCCO,-4.34
1531,ethylbenzene,nonanol,CCC1=CC=CC=C1,CCCCCCCCCO,-4.61
1532,phenol,nonanol,C1=CC=C(C=C1)O,CCCCCCCCCO,-8.61
1533,ethylamine,nonanol,CCN,CCCCCCCCCO,-4.02
1534,propylamine,nonanol,CCCN,CCCCCCCCCO,-4.66
1535,butylamine,nonanol,CCCCN,CCCCCCCCCO,-5.35
1536,2-methoxyethanol,nonanol,COCCO,CCCCCCCCCO,-5.61
1537,p-bromophenol,nonanol,C1=CC(=CC=C1O)Br,CCCCCCCCCO,-10.36
1538,1-nonanol,nonanol,CCCCCCCCCO,CCCCCCCCCO,-9.05
1539,n-octane,octane,CCCCCCCC,CCCCCCCC,-5.28
1540,toluene,octane,CC1=CC=CC=C1,CCCCCCCC,-4.82
1541,methanol,octane,CO,CCCCCCCC,-1.29
1542,ethanol,octane,CCO,CCCCCCCC,-2.15
1543,1-propanol,octane,CCCO,CCCCCCCC,-2.76
1544,1-butanol,octane,CCCCO,CCCCCCCC,-3.69
1545,1-pentanol,octane,CCCCCO,CCCCCCCC,-4.1
1546,phenol,octane,C1=CC=C(C=C1)O,CCCCCCCC,-5.47
1547,1-hexanol,octane,CCCCCCO,CCCCCCCC,-4.86
1548,o-cresol,octane,CC1=CC=CC=C1O,CCCCCCCC,-6.16
1549,m-cresol,octane,CC1=CC(=CC=C1)O,CCCCCCCC,-5.19
1550,p-cresol,octane,CC1=CC=C(C=C1)O,CCCCCCCC,-6.19
1551,1-heptanol,octane,CCCCCCCO,CCCCCCCC,-5.56
1552,acetone,octane,CC(=O)C,CCCCCCCC,-2.46
1553,2-butanone,octane,CCC(=O)C,CCCCCCCC,-3.24
1554,2-pentanone,octane,CCCC(=O)C,CCCCCCCC,-3.97
1555,2-hexanone,octane,CCCCC(=O)C,CCCCCCCC,-4.6
1556,"3,3-dimethylbutanone",octane,CC(=O)C(C)(C)C,CCCCCCCC,-4.21
1557,2-heptanone,octane,CCCCCC(=O)C,CCCCCCCC,-5.25
1560,ethylacetate,octane,CCOC(=O)C,CCCCCCCC,-3.48
1561,propylacetate,octane,CCCCC(=O)O,CCCCCCCC,-4.09
1563,butylacetate,octane,CCCCCC(=O)[O-],CCCCCCCC,-4.8
1566,ethylamine,octane,CCN,CCCCCCCC,-2.04
1567,propylamine,octane,CCCN,CCCCCCCC,-3
1568,butylamine,octane,CCCCN,CCCCCCCC,-3.44
1569,diethylamine,octane,CCNCC,CCCCCCCC,-3.42
1570,2-methylpyrazine,octane,CC1=NC=CN=C1,CCCCCCCC,-4.7
1571,aniline,octane,C1=CC=C(C=C1)N,CCCCCCCC,-4.84
1572,1-nitropropane,octane,CCC[N+](=O)[O-],CCCCCCCC,-3.95
1573,2-ethylpyrazine,octane,CCC1=NC=CN=C1,CCCCCCCC,-5.51
1574,2-methylaniline,octane,CC1=CC=CC=C1N,CCCCCCCC,-6.06
1575,3-methylaniline,octane,CC1=CC(=CC=C1)N,CCCCCCCC,-6.15
1576,4-methylaniline,octane,CC1=CC=C(C=C1)N,CCCCCCCC,-6
1577,methane,octanol,C,CCCCCCCCO,0.51
1578,ethane,octanol,CC,CCCCCCCCO,-0.64
1579,n-propane,octanol,CCC,CCCCCCCCO,-1.26
1580,n-butane,octanol,CCCC,CCCCCCCCO,-1.86
1581,n-pentane,octanol,CCCCC,CCCCCCCCO,-2.45
1582,n-hexane,octanol,CCCCCC,CCCCCCCCO,-3.01
1583,n-heptane,octanol,CCCCCCC,CCCCCCCCO,-3.74
1584,n-octane,octanol,CCCCCCCC,CCCCCCCCO,-4.18
1585,2-methylpropane,octanol,CC(C)C,CCCCCCCCO,-1.45
1586,"2,2-dimethylpropane",octanol,CC(C)(C)C,CCCCCCCCO,-1.74
1587,cyclopropane,octanol,C1CC1,CCCCCCCCO,-1.6
1588,cyclopentane,octanol,C1CCCC1,CCCCCCCCO,-2.65
